"","docsequence","docid","docyear","doctype","allsubject","broadsubj","personalevent","wwritten","docauthorid","docauthorname","language","editor","briefname","nationality","birthyear","deathyear","birthplace","deathplace","ageatdeath","nativeoccupation","yearimmigration","stayednorthamerica","agewriting","marriagestatus","maternalstatus","authorgeneration","authorgender","culturalheritage","religion","northamericanoccupation"
"1003",30,"S9841-D030",1859,"Letter","American Indians; Camping; Indian raids; Military marches; Peace treaties; Scenery; Ethnic groups; Entertainment and recreation; Military; Politics; Environment","Ethnic groups; Entertainment and recreation; Military; Politics; Environment",NA,"San Bernardino, CA; California; United States; Western States; West Coast States; North America","per0022575","Bandel, Eugene, 1835-1889","English; German","Bandel, Olga; Jente, Richard, trs.; Bieber, Ralph P.; ed.","Eugene Bandel","United States",1835,1889,"Prussia; Western Europe; Europe","Vancouver, WA; Washington; United States; Pacific Northwest; Western States; West Coast States; North America",53,"Student; Tradesman",1853,"Stayed",24,"Single","Childless","First","M","Prussian; European",NA,"Factory worker; Military"
"1004",31,"S9841-D031",1859,"Letter","American Indians; Geographical features; Letters and mail; Local populations; Peace treaties; Rivers; Towns; Ethnic groups; Environment; Politics; Communities","Ethnic groups; Environment; Politics; Communities",NA,"San Bernardino, CA; California; United States; Western States; West Coast States; North America","per0022575","Bandel, Eugene, 1835-1889","English; German","Bandel, Olga; Jente, Richard, trs.; Bieber, Ralph P.; ed.","Eugene Bandel","United States",1835,1889,"Prussia; Western Europe; Europe","Vancouver, WA; Washington; United States; Pacific Northwest; Western States; West Coast States; North America",53,"Student; Tradesman",1853,"Stayed",24,"Single","Childless","First","M","Prussian; European",NA,"Factory worker; Military"
"1005",32,"S9841-D032",1859,"Letter","Camping; Climates; Military life; Military orders; Prices; Soil conditions; Supplies and provisions; Entertainment and recreation; Environment; Life Styles; Military; Economics; Agriculture","Entertainment and recreation; Environment; Life Styles; Military; Economics; Agriculture",NA,"San Bernardino, CA; California; United States; Western States; West Coast States; North America","per0022575","Bandel, Eugene, 1835-1889","English; German","Bandel, Olga; Jente, Richard, trs.; Bieber, Ralph P.; ed.","Eugene Bandel","United States",1835,1889,"Prussia; Western Europe; Europe","Vancouver, WA; Washington; United States; Pacific Northwest; Western States; West Coast States; North America",53,"Student; Tradesman",1853,"Stayed",24,"Single","Childless","First","M","Prussian; European",NA,"Factory worker; Military"
"1006",33,"S9841-D033",1859,"Letter","Camping; Climates; Crops; Forts; Independence day; Military orders; Entertainment and recreation; Environment; Agriculture; Military","Entertainment and recreation; Environment; Agriculture; Military",NA,"San Bernardino, CA; California; United States; Western States; West Coast States; North America","per0022575","Bandel, Eugene, 1835-1889","English; German","Bandel, Olga; Jente, Richard, trs.; Bieber, Ralph P.; ed.","Eugene Bandel","United States",1835,1889,"Prussia; Western Europe; Europe","Vancouver, WA; Washington; United States; Pacific Northwest; Western States; West Coast States; North America",53,"Student; Tradesman",1853,"Stayed",24,"Single","Childless","First","M","Prussian; European",NA,"Factory worker; Military"
"1007",34,"S9841-D034",1859,"Letter","Civilians; Furloughs; Income; Job offers; Manual laborers; Searching for job; Travel; Military; Economics; Entertainment and recreation","Military; Economics; Entertainment and recreation",NA,"Benicia, CA; California; United States; Western States; West Coast States; North America","per0022575","Bandel, Eugene, 1835-1889","English; German","Bandel, Olga; Jente, Richard, trs.; Bieber, Ralph P.; ed.","Eugene Bandel","United States",1835,1889,"Prussia; Western Europe; Europe","Vancouver, WA; Washington; United States; Pacific Northwest; Western States; West Coast States; North America",53,"Student; Tradesman",1853,"Stayed",24,"Single","Childless","First","M","Prussian; European",NA,"Factory worker; Military"
"1008",35,"S9841-D035",1859,"Letter","Climates; Construction; Crops; Economic conditions; Houses; Job offers; Water supply; Environment; Economics; Agriculture; Domestic life","Environment; Economics; Agriculture; Domestic life",NA,"Benicia, CA; California; United States; Western States; West Coast States; North America","per0022575","Bandel, Eugene, 1835-1889","English; German","Bandel, Olga; Jente, Richard, trs.; Bieber, Ralph P.; ed.","Eugene Bandel","United States",1835,1889,"Prussia; Western Europe; Europe","Vancouver, WA; Washington; United States; Pacific Northwest; Western States; West Coast States; North America",53,"Student; Tradesman",1853,"Stayed",24,"Single","Childless","First","M","Prussian; European",NA,"Factory worker; Military"
"1009",36,"S9841-D036",1859,"Letter","Construction; Correspondence; Economic conditions; Personal finances; Postal service; Social calls; Economics; Intellectual life; Politics; Entertainment and recreation","Economics; Intellectual life; Politics; Entertainment and recreation",NA,"Benicia, CA; California; United States; Western States; West Coast States; North America","per0022575","Bandel, Eugene, 1835-1889","English; German","Bandel, Olga; Jente, Richard, trs.; Bieber, Ralph P.; ed.","Eugene Bandel","United States",1835,1889,"Prussia; Western Europe; Europe","Vancouver, WA; Washington; United States; Pacific Northwest; Western States; West Coast States; North America",53,"Student; Tradesman",1853,"Stayed",24,"Single","Childless","First","M","Prussian; European",NA,"Factory worker; Military"
"1010",37,"S9841-D037",1860,"Letter","Forts; Towns; Military; Communities","Military; Communities",NA,"Benicia, CA; California; United States; Western States; West Coast States; North America","per0022575","Bandel, Eugene, 1835-1889","English; German","Bandel, Olga; Jente, Richard, trs.; Bieber, Ralph P.; ed.","Eugene Bandel","United States",1835,1889,"Prussia; Western Europe; Europe","Vancouver, WA; Washington; United States; Pacific Northwest; Western States; West Coast States; North America",53,"Student; Tradesman",1853,"Stayed",25,"Single","Childless","First","M","Prussian; European",NA,"Factory worker; Military"
"1011",38,"S9841-D038",1860,"Letter","Community events; Holiday celebrations; Independence day; Communities; Entertainment and recreation","Communities; Entertainment and recreation",NA,"Benicia, CA; California; United States; Western States; West Coast States; North America","per0022575","Bandel, Eugene, 1835-1889","English; German","Bandel, Olga; Jente, Richard, trs.; Bieber, Ralph P.; ed.","Eugene Bandel","United States",1835,1889,"Prussia; Western Europe; Europe","Vancouver, WA; Washington; United States; Pacific Northwest; Western States; West Coast States; North America",53,"Student; Tradesman",1853,"Stayed",25,"Single","Childless","First","M","Prussian; European",NA,"Factory worker; Military"
"1012",39,"S9841-D039",1860,"Letter","Employers; Factories; Living arrangements; Personal finances; Water supply; Relationships; Communities; Domestic life; Economics","Relationships; Communities; Domestic life; Economics",NA,"Benicia, CA; California; United States; Western States; West Coast States; North America","per0022575","Bandel, Eugene, 1835-1889","English; German","Bandel, Olga; Jente, Richard, trs.; Bieber, Ralph P.; ed.","Eugene Bandel","United States",1835,1889,"Prussia; Western Europe; Europe","Vancouver, WA; Washington; United States; Pacific Northwest; Western States; West Coast States; North America",53,"Student; Tradesman",1853,"Stayed",25,"Single","Childless","First","M","Prussian; European",NA,"Factory worker; Military"
"1013",40,"S9841-D040",1861,"Letter","Acquaintances; Bars; Boarding houses; Daily life; Factories; Relationships; Economics; Communities; Domestic life","Relationships; Economics; Communities; Domestic life",NA,"Benicia, CA; California; United States; Western States; West Coast States; North America","per0022575","Bandel, Eugene, 1835-1889","English; German","Bandel, Olga; Jente, Richard, trs.; Bieber, Ralph P.; ed.","Eugene Bandel","United States",1835,1889,"Prussia; Western Europe; Europe","Vancouver, WA; Washington; United States; Pacific Northwest; Western States; West Coast States; North America",53,"Student; Tradesman",1853,"Stayed",26,"Single","Childless","First","M","Prussian; European",NA,"Factory worker; Military"
"1014",41,"S9841-D041",1861,"Letter","Factories; Labor and unions; Communities; Economics","Communities; Economics",NA,"Benicia, CA; California; United States; Western States; West Coast States; North America","per0022575","Bandel, Eugene, 1835-1889","English; German","Bandel, Olga; Jente, Richard, trs.; Bieber, Ralph P.; ed.","Eugene Bandel","United States",1835,1889,"Prussia; Western Europe; Europe","Vancouver, WA; Washington; United States; Pacific Northwest; Western States; West Coast States; North America",53,"Student; Tradesman",1853,"Stayed",26,"Single","Childless","First","M","Prussian; European",NA,"Factory worker; Military"
"1015",42,"S9841-D042",1861,"Letter","Career choice; Factories; Economics; Communities","Economics; Communities",NA,"Benicia, CA; California; United States; Western States; West Coast States; North America","per0022575","Bandel, Eugene, 1835-1889","English; German","Bandel, Olga; Jente, Richard, trs.; Bieber, Ralph P.; ed.","Eugene Bandel","United States",1835,1889,"Prussia; Western Europe; Europe","Vancouver, WA; Washington; United States; Pacific Northwest; Western States; West Coast States; North America",53,"Student; Tradesman",1853,"Stayed",26,"Single","Childless","First","M","Prussian; European",NA,"Factory worker; Military"
"1016",2,"S9845-D002",1831,"Letter","Economic conditions; Immigrants and emigrants; Letter of introduction; Population growth; Ships; Travel preparations; Economics; Domestic life; Politics; Sociology; Transportation; Entertainment and recreation; United States; North America","Economics; Domestic life; Politics; Sociology; Transportation; Entertainment and recreation",NA,"United States; North America","per0036137","Howells, H. C., fl. 1831","English",NA,"H. C. Howells","United States",NA,NA,NA,NA,NA,NA,NA,"Stayed",NA,NA,NA,"First","M","English; European",NA,NA
"1017",3,"S9845-D003",1831,"Letter","Correspondence; Immigrants and emigrants; Intellectual life; Domestic life","Intellectual life; Domestic life",NA,"United States; North America","per0036137","Howells, H. C., fl. 1831","English",NA,"H. C. Howells","United States",NA,NA,NA,NA,NA,NA,NA,"Stayed",NA,NA,NA,"First","M","English; European",NA,NA
"1018",5,"S9845-D005",1831,"Letter","Business occupations; Economic conditions; Immigrants and emigrants; Ships; Travel; Economics; Domestic life; Transportation; Entertainment and recreation; United States; North America","Economics; Domestic life; Transportation; Entertainment and recreation",NA,"Cincinnati, OH; Ohio; United States; East North Central States; Midwest States; Mississippi Basin States; North America","per0026513","Anonymous English Male Immigrant in Cincinnati, fl. 1822","English",NA,"Anonymous English Male Immigrant in Cincinnati",NA,NA,NA,"England; United Kingdom; British Isles; Western Europe; Europe",NA,NA,NA,NA,NA,NA,NA,NA,"First","M","English; European",NA,NA
"1019",6,"S9845-D006",1830,"Letter","Geographical features; Health; Houses; Immigrants and emigrants; Land purchases; Personal finances; Supplies and provisions; Environment; Domestic life; Politics; Economics; Entertainment and recreation; United States; North America","Environment; Health; Domestic life; Politics; Economics; Entertainment and recreation",NA,"United States; North America","per0036140","Lee, Levi, fl. 1830","English",NA,"Levi Lee","United States",NA,NA,NA,NA,NA,NA,NA,"Stayed",NA,"Married","Father","First","M","English; European",NA,NA
"1020",7,"S9845-D007",1831,"Letter","Economic conditions; Farming; Immigrants and emigrants; Land purchases; Manual laborers; Economics; Life Styles; Domestic life; Politics","Economics; Life Styles; Domestic life; Politics",NA,"Nelsonville, OH; Ohio; United States; East North Central States; Midwest States; Mississippi Basin States; North America","per0036144","Knight, James, fl. 1831","English",NA,"James Knight","United States",NA,NA,NA,NA,NA,"Businessman; Tradesman",1821,"Stayed",NA,NA,NA,"First","M","English; European",NA,NA
"1021",8,"S9845-D008",1831,"Letter","Friends; Immigrants and emigrants; Land purchases; Personal finances; Prices; Relationships; Domestic life; Politics; Economics; United States; North America","Relationships; Domestic life; Politics; Economics",NA,"Lima, OH; Ohio; United States; East North Central States; Midwest States; Mississippi Basin States; North America","per0036145","Child, D. S., fl. 1831","English",NA,"D. S. Child","United States",NA,NA,NA,NA,NA,NA,NA,"Stayed",NA,"Married",NA,"First","M","English; European",NA,NA
"1022",9,"S9845-D009",1831,"Letter","Economic conditions; Farms; Immigrants and emigrants; Land purchases; Social classes; Economics; Communities; Domestic life; Politics; Sociology","Economics; Communities; Domestic life; Politics; Sociology",NA,"New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America","per0036147","Taylor, J., fl. 1831","English",NA,"J. Taylor","United States",NA,NA,NA,NA,NA,NA,NA,"Stayed",NA,NA,NA,"First","M","English; European",NA,NA
"1023",10,"S9845-D010",1831,"Letter","Hotels and inns; Prices; Servants; Economics; Domestic life","Economics; Domestic life",NA,"Columbus, OH; Ohio; United States; East North Central States; Midwest States; Mississippi Basin States; North America","per0036149","Anonymous English Tradesman's Wife, fl. 1931","English",NA,"Anonymous English Tradesman's Wife","United States",NA,NA,NA,NA,NA,NA,NA,"Stayed",NA,"Married",NA,"First","F","English; European",NA,NA
"1024",5,"S9860-D005",1864,"Letter","Church services; God; Hymns; Military life; Religion; Life Styles; U.S. Civil War, 1861-1865","Religion; Life Styles",NA,"District of Columbia; United States; Southern States; East Coast States; North America","per0005226","Olsen, Anun, 1832-1864","English; Norwegian","Maguire, Randy R.","Anun Olsen","United States",1832,1864,"Heddal, Telemark, Norway; Telemark, Norway; Norway; Scandinavia; Western Europe; Europe","New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America",32,"Farmer",1847,"Stayed",32,"Married","Father","First","M","Norwegian; European",NA,"Farmer; Miner"
"1025",7,"S9860-D007",1864,"Letter","Correspondence; Farm management; Personal finances; Prayer and meditation; Intellectual life; Agriculture; Economics; Religion; U.S. Civil War, 1861-1865","Intellectual life; Agriculture; Economics; Religion",NA,"Arlington Heights, VA; Virginia; United States; Southern Coastal States; Southern States; East Coast States; North America","per0005226","Olsen, Anun, 1832-1864","English; Norwegian","Maguire, Randy R.","Anun Olsen","United States",1832,1864,"Heddal, Telemark, Norway; Telemark, Norway; Norway; Scandinavia; Western Europe; Europe","New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America",32,"Farmer",1847,"Stayed",32,"Married","Father","First","M","Norwegian; European",NA,"Farmer; Miner"
"1026",9,"S9860-D009",1864,"Letter","Correspondence; Farm work; Gifts; Prayer and meditation; Sermons; Intellectual life; Agriculture; Entertainment and recreation; Religion; U.S. Civil War, 1861-1865","Intellectual life; Agriculture; Entertainment and recreation; Religion",NA,"Arlington Heights, VA; Virginia; United States; Southern Coastal States; Southern States; East Coast States; North America","per0005226","Olsen, Anun, 1832-1864","English; Norwegian","Maguire, Randy R.","Anun Olsen","United States",1832,1864,"Heddal, Telemark, Norway; Telemark, Norway; Norway; Scandinavia; Western Europe; Europe","New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America",32,"Farmer",1847,"Stayed",32,"Married","Father","First","M","Norwegian; European",NA,"Farmer; Miner"
"1027",12,"S9860-D012",1864,"Letter","Correspondence; Military events; Military life; Prayer and meditation; Intellectual life; Military; Life Styles; Religion; U.S. Civil War, 1861-1865","Intellectual life; Military; Life Styles; Religion",NA,"Whitehouse Landing, VA; Virginia; United States; Southern Coastal States; Southern States; East Coast States; North America","per0005226","Olsen, Anun, 1832-1864","English; Norwegian","Maguire, Randy R.","Anun Olsen","United States",1832,1864,"Heddal, Telemark, Norway; Telemark, Norway; Norway; Scandinavia; Western Europe; Europe","New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America",32,"Farmer",1847,"Stayed",31,"Married","Father","First","M","Norwegian; European",NA,"Farmer; Miner"
"1028",13,"S9860-D013",1864,"Letter","Correspondence; Family affection; Military life; Prayer and meditation; Taking military prisoners; Intellectual life; Relationships; Life Styles; Religion; Military; U.S. Civil War, 1861-1865","Intellectual life; Relationships; Life Styles; Religion; Military",NA,"Whitehouse Landing, VA; Virginia; United States; Southern Coastal States; Southern States; East Coast States; North America","per0005226","Olsen, Anun, 1832-1864","English; Norwegian","Maguire, Randy R.","Anun Olsen","United States",1832,1864,"Heddal, Telemark, Norway; Telemark, Norway; Norway; Scandinavia; Western Europe; Europe","New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America",32,"Farmer",1847,"Stayed",32,"Married","Father","First","M","Norwegian; European",NA,"Farmer; Miner"
"1029",15,"S9860-D015",1864,"Letter","Prayer and meditation; Sorrow; Spiritual guidance; Religion; Health; U.S. Civil War, 1861-1865","Religion; Health",NA,"Cold Harbor, VA; Virginia; United States; Southern Coastal States; Southern States; East Coast States; North America","per0005226","Olsen, Anun, 1832-1864","English; Norwegian","Maguire, Randy R.","Anun Olsen","United States",1832,1864,"Heddal, Telemark, Norway; Telemark, Norway; Norway; Scandinavia; Western Europe; Europe","New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America",32,"Farmer",1847,"Stayed",32,"Married","Father","First","M","Norwegian; European",NA,"Farmer; Miner"
"1030",19,"S9860-D019",1864,"Letter","Family affection; Prayer and meditation; Wounds and injuries; Relationships; Religion; Health; U.S. Civil War, 1861-1865","Relationships; Religion; Health",NA,"Petersburg, VA; Virginia; United States; Southern Coastal States; Southern States; East Coast States; North America","per0005226","Olsen, Anun, 1832-1864","English; Norwegian","Maguire, Randy R.","Anun Olsen","United States",1832,1864,"Heddal, Telemark, Norway; Telemark, Norway; Norway; Scandinavia; Western Europe; Europe","New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America",32,"Farmer",1847,"Stayed",32,"Married","Father","First","M","Norwegian; European",NA,"Farmer; Miner"
"1031",20,"S9860-D020",1864,"Letter","Military life; Prayer and meditation; Life Styles; Religion; U.S. Civil War, 1861-1865","Life Styles; Religion",NA,"Petersburg, VA; Virginia; United States; Southern Coastal States; Southern States; East Coast States; North America","per0005226","Olsen, Anun, 1832-1864","English; Norwegian","Maguire, Randy R.","Anun Olsen","United States",1832,1864,"Heddal, Telemark, Norway; Telemark, Norway; Norway; Scandinavia; Western Europe; Europe","New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America",32,"Farmer",1847,"Stayed",32,NA,NA,"First","M","Norwegian; European",NA,"Farmer; Miner"
"1032",21,"S9860-D021",1864,"Letter","Correspondence; Family affection; Personal finances; Prayer and meditation; Worship; Intellectual life; Relationships; Economics; Religion; U.S. Civil War, 1861-1865","Intellectual life; Relationships; Economics; Religion",NA,"Petersburg, VA; Virginia; United States; Southern Coastal States; Southern States; East Coast States; North America","per0005226","Olsen, Anun, 1832-1864","English; Norwegian","Maguire, Randy R.","Anun Olsen","United States",1832,1864,"Heddal, Telemark, Norway; Telemark, Norway; Norway; Scandinavia; Western Europe; Europe","New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America",32,"Farmer",1847,"Stayed",32,"Married","Father","First","M","Norwegian; European",NA,"Farmer; Miner"
"1033",23,"S9860-D023",1864,"Letter","Love; Military life; Prayer and meditation; Health; Life Styles; Religion; U.S. Civil War, 1861-1865","Health; Life Styles; Religion",NA,"Petersburg, VA; Virginia; United States; Southern Coastal States; Southern States; East Coast States; North America","per0005226","Olsen, Anun, 1832-1864","English; Norwegian","Maguire, Randy R.","Anun Olsen","United States",1832,1864,"Heddal, Telemark, Norway; Telemark, Norway; Norway; Scandinavia; Western Europe; Europe","New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America",32,"Farmer",1847,"Stayed",32,"Married","Father","First","M","Norwegian; European",NA,"Farmer; Miner"
"1034",24,"S9860-D024",1864,"Letter","Correspondence; Family affection; Gifts; Personal finances; Intellectual life; Relationships; Entertainment and recreation; Economics; U.S. Civil War, 1861-1865","Intellectual life; Relationships; Entertainment and recreation; Economics",NA,"Petersburg, VA; Virginia; United States; Southern Coastal States; Southern States; East Coast States; North America","per0005226","Olsen, Anun, 1832-1864","English; Norwegian","Maguire, Randy R.","Anun Olsen","United States",1832,1864,"Heddal, Telemark, Norway; Telemark, Norway; Norway; Scandinavia; Western Europe; Europe","New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America",32,"Farmer",1847,"Stayed",32,"Married","Father","First","M","Norwegian; European",NA,"Farmer; Miner"
"1035",25,"S9860-D025",1864,"Letter","Correspondence; Love; Prayer and meditation; Intellectual life; Health; Religion; U.S. Civil War, 1861-1865","Intellectual life; Health; Religion",NA,"Petersburg, VA; Virginia; United States; Southern Coastal States; Southern States; East Coast States; North America","per0005226","Olsen, Anun, 1832-1864","English; Norwegian","Maguire, Randy R.","Anun Olsen","United States",1832,1864,"Heddal, Telemark, Norway; Telemark, Norway; Norway; Scandinavia; Western Europe; Europe","New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America",32,"Farmer",1847,"Stayed",32,"Married","Father","First","M","Norwegian; European",NA,"Farmer; Miner"
"1036",26,"S9860-D026",1864,"Letter","Correspondence; Personal finances; Prayer and meditation; Intellectual life; Economics; Religion; U.S. Civil War, 1861-1865","Intellectual life; Economics; Religion",NA,"Petersburg, VA; Virginia; United States; Southern Coastal States; Southern States; East Coast States; North America","per0005226","Olsen, Anun, 1832-1864","English; Norwegian","Maguire, Randy R.","Anun Olsen","United States",1832,1864,"Heddal, Telemark, Norway; Telemark, Norway; Norway; Scandinavia; Western Europe; Europe","New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America",32,"Farmer",1847,"Stayed",32,"Married","Father","First","M","Norwegian; European",NA,"Farmer; Miner"
"1037",27,"S9860-D027",1864,"Letter","Correspondence; Military war casualties; Prayer and meditation; Intellectual life; Military; Religion; U.S. Civil War, 1861-1865","Intellectual life; Military; Religion",NA,"Petersburg, VA; Virginia; United States; Southern Coastal States; Southern States; East Coast States; North America","per0005226","Olsen, Anun, 1832-1864","English; Norwegian","Maguire, Randy R.","Anun Olsen","United States",1832,1864,"Heddal, Telemark, Norway; Telemark, Norway; Norway; Scandinavia; Western Europe; Europe","New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America",32,"Farmer",1847,"Stayed",32,"Married","Father","First","M","Norwegian; European",NA,"Farmer; Miner"
"1038",28,"S9860-D028",1864,"Letter","Family affection; Farm management; Supplies and provisions; Relationships; Agriculture; Entertainment and recreation; U.S. Civil War, 1861-1865","Relationships; Agriculture; Entertainment and recreation",NA,"Petersburg, VA; Virginia; United States; Southern Coastal States; Southern States; East Coast States; North America","per0005226","Olsen, Anun, 1832-1864","English; Norwegian","Maguire, Randy R.","Anun Olsen","United States",1832,1864,"Heddal, Telemark, Norway; Telemark, Norway; Norway; Scandinavia; Western Europe; Europe","New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America",32,"Farmer",1847,"Stayed",32,"Married","Father","First","M","Norwegian; European",NA,"Farmer; Miner"
"1039",30,"S9860-D030",1864,"Letter","Battles; Family affection; Prayer and meditation; Military; Relationships; Religion; U.S. Civil War, 1861-1865; Siege of Petersburg, VA, June 18, 1864-April 2, 1865","Military; Relationships; Religion",NA,"Petersburg, VA; Virginia; United States; Southern Coastal States; Southern States; East Coast States; North America","per0005226","Olsen, Anun, 1832-1864","English; Norwegian","Maguire, Randy R.","Anun Olsen","United States",1832,1864,"Heddal, Telemark, Norway; Telemark, Norway; Norway; Scandinavia; Western Europe; Europe","New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America",32,"Farmer",1847,"Stayed",32,"Married","Father","First","M","Norwegian; European",NA,"Farmer; Miner"
"1040",32,"S9860-D032",1864,"Letter","Family affection; Gifts; Personal finances; Prayer and meditation; Relationships; Entertainment and recreation; Economics; Religion; U.S. Civil War, 1861-1865","Relationships; Entertainment and recreation; Economics; Religion",NA,"Petersburg, VA; Virginia; United States; Southern Coastal States; Southern States; East Coast States; North America","per0005226","Olsen, Anun, 1832-1864","English; Norwegian","Maguire, Randy R.","Anun Olsen","United States",1832,1864,"Heddal, Telemark, Norway; Telemark, Norway; Norway; Scandinavia; Western Europe; Europe","New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America",32,"Farmer",1847,"Stayed",32,"Married","Father","First","M","Norwegian; European",NA,"Farmer; Miner"
"1041",33,"S9860-D033",1864,"Letter","Correspondence; Religious beliefs; Intellectual life; Religion; U.S. Civil War, 1861-1865","Intellectual life; Religion",NA,"Petersburg, VA; Virginia; United States; Southern Coastal States; Southern States; East Coast States; North America","per0005226","Olsen, Anun, 1832-1864","English; Norwegian","Maguire, Randy R.","Anun Olsen","United States",1832,1864,"Heddal, Telemark, Norway; Telemark, Norway; Norway; Scandinavia; Western Europe; Europe","New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America",32,"Farmer",1847,"Stayed",32,"Married","Father","First","M","Norwegian; European",NA,"Farmer; Miner"
"1042",35,"S9860-D035",1864,"Letter","Correspondence; Family affection; Loneliness; Intellectual life; Relationships; Health; U.S. Civil War, 1861-1865","Intellectual life; Relationships; Health",NA,"Petersburg, VA; Virginia; United States; Southern Coastal States; Southern States; East Coast States; North America","per0005226","Olsen, Anun, 1832-1864","English; Norwegian","Maguire, Randy R.","Anun Olsen","United States",1832,1864,"Heddal, Telemark, Norway; Telemark, Norway; Norway; Scandinavia; Western Europe; Europe","New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America",32,"Farmer",1847,"Stayed",32,"Married","Father","First","M","Norwegian; European",NA,"Farmer; Miner"
"1043",37,"S9860-D037",1864,"Letter","Family affection; Gastrointestinal disorders; Personal finances; Rheumatism; Relationships; Health; Economics","Relationships; Health; Economics",NA,"City Point, VA; Virginia; United States; Southern Coastal States; Southern States; East Coast States; North America","per0005226","Olsen, Anun, 1832-1864","English; Norwegian","Maguire, Randy R.","Anun Olsen","United States",1832,1864,"Heddal, Telemark, Norway; Telemark, Norway; Norway; Scandinavia; Western Europe; Europe","New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America",32,"Farmer",1847,"Stayed",32,"Married","Father","First","M","Norwegian; European",NA,"Farmer; Miner"
"1044",38,"S9860-D038",1864,"Letter","Correspondence; Gastrointestinal disorders; Intellectual life; Health","Intellectual life; Health",NA,"City Point, VA; Virginia; United States; Southern Coastal States; Southern States; East Coast States; North America","per0005226","Olsen, Anun, 1832-1864","English; Norwegian","Maguire, Randy R.","Anun Olsen","United States",1832,1864,"Heddal, Telemark, Norway; Telemark, Norway; Norway; Scandinavia; Western Europe; Europe","New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America",32,"Farmer",1847,"Stayed",32,"Married","Father","First","M","Norwegian; European",NA,"Farmer; Miner"
"1045",11,"S9865-D011",1834,"Letter","Career choice; Climates; Crops; Farming; Immigration and emigration; Laws; Poverty; Prices; Property sales; Quarantines; Supplies and provisions; Teachers; Travel preparations; Economics; Environment; Agriculture; Life Styles; Domestic life; Politics; Health; Entertainment and recreation; Education; Canada; North America","Economics; Environment; Agriculture; Life Styles; Domestic life; Politics; Health; Entertainment and recreation; Education",NA,"Chippawa, ON; Ontario; Canada; Central Provinces; North America","per0029174","Menzies, George, fl. 1834","English",NA,"George Menzies",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,"Teacher",1833,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Teacher"
"1046",12,"S9865-D012",1834,"Letter","Career choice; Financial investments; Immigrants and emigrants; Income; Prices; Property; Towns; Economics; Domestic life; Communities; Canada; North America","Economics; Domestic life; Communities",NA,"Chippawa, ON; Ontario; Canada; Central Provinces; North America","per0029174","Menzies, George, fl. 1834","English",NA,"George Menzies",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,"Teacher",1833,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Teacher"
"1047",13,"S9865-D013",1834,"Letter","Economic conditions; Employers; Income; Personal finances; Prices; Temperance; Economics; Relationships; Health","Economics; Relationships; Health",NA,"Buffalo, NY; New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America","per0029177","Anonymous Male Scottish Immigrant in Buffalo, NY, fl. 1834","English",NA,"Anonymous Male Scottish Immigrant in Buffalo, NY",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,NA,1834,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Tradesman"
"1048",14,"S9865-D014",1832,"Letter","Economic conditions; Immigrants and emigrants; Laws; Economics; Domestic life; Politics","Economics; Domestic life; Politics",NA,"New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America","per0029178","Anonymous Male Scottish Immigrant in Michigan, fl. 1832-1834","English",NA,"Anonymous Male Scottish Immigrant in Michigan",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,NA,1832,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Surveyor"
